channel,text,date,sender_id,id
@EthioMarketPlace,"ኘሌይስቴሽን 3 (ps3)
ኘሌይስቴሽን 4 (Ps4)
ያለው በውስጥ ያናግረኝ እገዛለው
0960266167

We will buy used 
playstation 3 
Or playstation 4 

0960266167",2025-05-21 19:16:20+00:00,1455959496,19087
@EthioMarketPlace,"🚨 New Arrivals 🚨
‼️‼️Original laptops an tablets with full warranty #0937679294

✅Lenovo core i3 7th Generation
512GB SSD by 16GB RAM
14 Inch....💰29,500

✅HP Pavilion x360
Core i3 6th Generation
512GB SSD by 16GB RAM
Touch Screenx360 Rotation
14 Inch...💰29,000

✅Lenovo core i3 8th Generation
512GB SSD by 16GB RAM
14 Inch...💰29,000

✅HP Pavilion x360
Core i3 8th Generation
512GB SSD by 16GB RAM
14 Inch...💰33,500

✅Lenovo Think PAD X1 Carbon
Core i5 6th Generation
512GB SSD by 8GB RAM
14 Inch...💰31,500

✅HP Notebook
Core i3 7th Generation
256GB SSD by 8GB RAM
14 Inch...💰31,000

✅HP Probook
Core i3 8th Generation
512GB SSD by 16GB RAM
Touch Screen 14 Inch
💰35,000

✅DELL core I5 8th Generation
512GB SSD by 16GB RAM
Touch Screen 14 Inch
💰33,500

✅DELL core I5 8th Generation
512GB SSD by 16GB RAM
Touch Screen 14 Inch
💰33,500

✅Acer core i5 7th Generation
512GB SSD by 16GB RAM
Touch Screenx360 Rotation
15.6 Inch....💰32,000

✅Lenovo AMD Ryzen
256GB SSD by 8GB RAM
14 Inch...💰33,000

✅DELL core I5 8th Generation
512GB SSD by 16GB RAM
Touch Screen 14 Inch
💰33,500

✅Lenovo core i3 10th Generation
256GB SSD by 8GB RAM
14 Inch...💰34,000

✅LenovoAMD Ryzen 3
256GB SSD by 8GB RAM
14 Inch...💰35,000

✅Lenovo X390
Core i5 8th Generation
512GB SSD by 8GB RAM
14 Inch...💰35,000

✅HP Probook
Core i3 8th Generation
512GB SSD by 16GB RAM
Touch Screen 14 Inch
💰35,000

✅HP Probook x360
Core i3 6th Generation
512GB SSD by 16GB RAM
Touch Screenx360 Rotation
14 Inch...💰35,000

✅HP Pavilion
Core i3 7th Generation
512GB SSD by 16GB RAM
Touch Screenx360 Rotation
14 Inch....💰35,000

✅HP Probook x360
Core i3 6th Generation
512GB SSD by 16GB RAM
Touch Screenx360 Rotation
14 Inch...💰35,000

✅HP Notebook Radeon 5
512GB SSD by 16GB RAM
14 Inch...💰36,000

✅HP Notebook
Core i5 8th Generation
512GB SSD by 16GB RAM
14 Inch...💰36,000

✅HP Notebook
Core i7 7th Generation
512GB SSD by 16GB RAM
Touch Screen 15 Inch
💰36,500

✅Lenovo AMD Ryzen
256GB SSD by 8GB RAM
Touch Screenx360 Rotation
14 Inch...💰36,500

✅HP Probook
Core i5 10th Generation
512GB SSD by 8GB RAM
Touch Screenx360 Rotation
13.5 Inch...💰37,000

✅Lenovo
Core i5 8th Generation
256GB SSD by 8GB RAM
14 Inch...💰37,000

✅HP Notebook
Core i5 8th Generation
512GB SSD by 16GB RAM
15.6 Inch...💰37,500

✅Lenovo x390
Core i5 8th Generation
512GB SSD by 8GB RAM
Touch Screenx360 Rotation
14 Inch💰38,000

✅Acer Spin
Core i5 8th Generation
512GB SSD by 8GB RAM
Touch Screenx360 Rotation
14 Inch...💰38,000

✅Lenovo x360 AMD Ryzen
256GB SSD by 8GB RAM
Touch Screenx360 Rotation
14 Inch...💰38,000

✅HP Pavilion
Core i5 7th Generation
512GB SSD by 16GB RAM
14 Inch...💰38,000

✅Lenovo Yoga x360
Core i5 8th Generation
256GB SSD by 8GB RAM
Touch Screenx360 Rotation
14 Inch...💰38,500

✅Lenovo Yoga
Core i7 7th Generation
256GB SSD by 8GB RAM
Touch Screenx360 Rotation
14 Inch...💰39,000

✅Lenovo x360 AMD Ryzen 5
256GB SSD by 16GB RAM
Touch Screenx360 Rotation
14 Inch...💰39,500

✅Samsung core i7 8th Generation
512GB SSD by 16GB RAM
Touch Screenx360 Rotation
14 Inch💰40,000

✅HP Pavilion
Core i7 7th Generation
512GB SSD by 16GB RAM
14 Inch...💰40,000

✅HP Pavilion
Core i7 7th Generation
512GB SSD by 16GB RAM
15.6 Inch...💰40,000

✅Lenovo core i7 8th Generation
256GB SSD by 8GB RAM
14 Inch....💰40,000

✅HP Pavilion
Core i5 8th Generation
512GB SSD by 16GB RAM
14 Inch....💰40,000

✅DELL Inspiron
Core i5 8th Generation
512GB SSD by 8GB RAM
Touch Screenx360 Rotation
14 Inch....💰41,000

✅HP PROBOOK
Core i5 8th Generation
512GB SSD by 16GB RAM
Touch Screenx360 Rotation
14 Inch...💰42,000

✅HP Elitebook 840 G5
Core i5 8th Generation
512GB SSD by 16GB RAM
14 Inch....💰42,000

✅Acer Core i7 8th Generation
512GB SSD by 16GB RAM
14 Inch....💰42,000

✅HP Pavilion
Core i5 8th Generation
512GB SSD by 16GB RAM
15.6 Inch..💰42,000

✅Lenovo core i5 10th Generation
256GB SSD by 8GB RAM
14 Inch...💰42,500",2025-05-21 05:59:19+00:00,393410001,19086
@EthioMarketPlace,"ኘሌይስቴሽን 3 (ps3)
ኘሌይስቴሽን 4 (Ps4)
ያለው በውስጥ ያናግረኝ እገዛለው
#0985178601

We will buy used 
playstation 3 
Or playstation 4 

#0985178601",2025-05-20 19:37:41+00:00,1384666562,19085
@EthioMarketPlace,"DOOBA – A Platform That Delivers Real Growth 
🚀 Join thousands who’ve already seen results! 
🚀 Start with just 100 USDT – potential return up to 800% 
🚀 Get a free trading bot and earn 1 USDT daily 
 
DOOBA is where your crypto starts working for you",2025-05-19 22:57:20+00:00,-1002292192975,19084
@EthioMarketPlace,"DOOBA – A Platform That Delivers Real Growth 
🚀 Join thousands who’ve already seen results! 
🚀 Start with just 100 USDT – potential return up to 800% 
🚀 Get a free trading bot and earn 1 USDT daily 
 
DOOBA is where your crypto starts working for you",2025-05-19 22:31:08+00:00,-1002292192975,19083
@EthioMarketPlace,"DOOBA – A Platform That Delivers Real Growth 
🚀 Join thousands who’ve already seen results! 
🚀 Start with just 100 USDT – potential return up to 800% 
🚀 Get a free trading bot and earn 1 USDT daily 
 
DOOBA is where your crypto starts working for you",2025-05-19 22:05:52+00:00,-1002292192975,19082
@EthioMarketPlace,"DOOBA – A Platform That Delivers Real Growth 
🚀 Join thousands who’ve already seen results! 
🚀 Start with just 100 USDT – potential return up to 800% 
🚀 Get a free trading bot and earn 1 USDT daily 
 
DOOBA is where your crypto starts working for you",2025-05-19 21:40:40+00:00,-1002292192975,19081
@EthioMarketPlace,"DOOBA – A Platform That Delivers Real Growth 
🚀 Join thousands who’ve already seen results! 
🚀 Start with just 100 USDT – potential return up to 800% 
🚀 Get a free trading bot and earn 1 USDT daily 
 
DOOBA is where your crypto starts working for you",2025-05-19 21:14:49+00:00,-1002292192975,19080
@EthioMarketPlace,"DOOBA – A Platform That Delivers Real Growth 
🚀 Join thousands who’ve already seen results! 
🚀 Start with just 100 USDT – potential return up to 800% 
🚀 Get a free trading bot and earn 1 USDT daily 
 
DOOBA is where your crypto starts working for you",2025-05-19 20:48:44+00:00,-1002292192975,19079
@EthioMarketPlace,"DOOBA – A Platform That Delivers Real Growth 
🚀 Join thousands who’ve already seen results! 
🚀 Start with just 100 USDT – potential return up to 800% 
🚀 Get a free trading bot and earn 1 USDT daily 
 
DOOBA is where your crypto starts working for you",2025-05-19 20:23:12+00:00,-1002292192975,19078
@EthioMarketPlace,"DOOBA – A Platform That Delivers Real Growth 
🚀 Join thousands who’ve already seen results! 
🚀 Start with just 100 USDT – potential return up to 800% 
🚀 Get a free trading bot and earn 1 USDT daily 
 
DOOBA is where your crypto starts working for you",2025-05-19 19:57:20+00:00,-1002292192975,19077
@EthioMarketPlace,"DOOBA – A Platform That Delivers Real Growth 
🚀 Join thousands who’ve already seen results! 
🚀 Start with just 100 USDT – potential return up to 800% 
🚀 Get a free trading bot and earn 1 USDT daily 
 
DOOBA is where your crypto starts working for you",2025-05-19 19:31:20+00:00,-1002292192975,19076
@EthioMarketPlace,"DOOBA – A Platform That Delivers Real Growth 
🚀 Join thousands who’ve already seen results! 
🚀 Start with just 100 USDT – potential return up to 800% 
🚀 Get a free trading bot and earn 1 USDT daily 
 
DOOBA is where your crypto starts working for you",2025-05-19 19:05:36+00:00,-1002292192975,19075
@EthioMarketPlace,"DOOBA – A Platform That Delivers Real Growth 
🚀 Join thousands who’ve already seen results! 
🚀 Start with just 100 USDT – potential return up to 800% 
🚀 Get a free trading bot and earn 1 USDT daily 
 
DOOBA is where your crypto starts working for you",2025-05-19 18:37:32+00:00,-1002292192975,19074
@EthioMarketPlace,"DOOBA – A Platform That Delivers Real Growth 
🚀 Join thousands who’ve already seen results! 
🚀 Start with just 100 USDT – potential return up to 800% 
🚀 Get a free trading bot and earn 1 USDT daily 
 
DOOBA is where your crypto starts working for you",2025-05-19 18:06:52+00:00,-1002292192975,19073
@EthioMarketPlace,"DOOBA – A Platform That Delivers Real Growth 
🚀 Join thousands who’ve already seen results! 
🚀 Start with just 100 USDT – potential return up to 800% 
🚀 Get a free trading bot and earn 1 USDT daily 
 
DOOBA is where your crypto starts working for you",2025-05-19 17:40:39+00:00,-1002292192975,19072
@EthioMarketPlace,"DOOBA – A Platform That Delivers Real Growth 
🚀 Join thousands who’ve already seen results! 
🚀 Start with just 100 USDT – potential return up to 800% 
🚀 Get a free trading bot and earn 1 USDT daily 
 
DOOBA is where your crypto starts working for you",2025-05-19 17:13:47+00:00,-1002292192975,19071
@EthioMarketPlace,"DOOBA – A Platform That Delivers Real Growth 
🚀 Join thousands who’ve already seen results! 
🚀 Start with just 100 USDT – potential return up to 800% 
🚀 Get a free trading bot and earn 1 USDT daily 
 
DOOBA is where your crypto starts working for you",2025-05-19 16:47:08+00:00,-1002292192975,19070
@EthioMarketPlace,"DOOBA – A Platform That Delivers Real Growth 
🚀 Join thousands who’ve already seen results! 
🚀 Start with just 100 USDT – potential return up to 800% 
🚀 Get a free trading bot and earn 1 USDT daily 
 
DOOBA is where your crypto starts working for you",2025-05-19 16:20:43+00:00,-1002292192975,19069
@EthioMarketPlace,"DOOBA – A Platform That Delivers Real Growth 
🚀 Join thousands who’ve already seen results! 
🚀 Start with just 100 USDT – potential return up to 800% 
🚀 Get a free trading bot and earn 1 USDT daily 
 
DOOBA is where your crypto starts working for you",2025-05-19 15:53:51+00:00,-1002292192975,19068
@EthioMarketPlace,"DOOBA – A Platform That Delivers Real Growth 
🚀 Join thousands who’ve already seen results! 
🚀 Start with just 100 USDT – potential return up to 800% 
🚀 Get a free trading bot and earn 1 USDT daily 
 
DOOBA is where your crypto starts working for you",2025-05-19 15:26:52+00:00,-1002292192975,19067
@EthioMarketPlace,"DOOBA – A Platform That Delivers Real Growth 
🚀 Join thousands who’ve already seen results! 
🚀 Start with just 100 USDT – potential return up to 800% 
🚀 Get a free trading bot and earn 1 USDT daily 
 
DOOBA is where your crypto starts working for you",2025-05-19 14:57:43+00:00,-1002292192975,19066
@EthioMarketPlace,"DOOBA – A Platform That Delivers Real Growth 
🚀 Join thousands who’ve already seen results! 
🚀 Start with just 100 USDT – potential return up to 800% 
🚀 Get a free trading bot and earn 1 USDT daily 
 
DOOBA is where your crypto starts working for you",2025-05-19 14:24:22+00:00,-1002292192975,19065
@EthioMarketPlace,"DOOBA – A Platform That Delivers Real Growth 
🚀 Join thousands who’ve already seen results! 
🚀 Start with just 100 USDT – potential return up to 800% 
🚀 Get a free trading bot and earn 1 USDT daily 
 
DOOBA is where your crypto starts working for you",2025-05-19 13:55:17+00:00,-1002292192975,19064
@EthioMarketPlace,"DOOBA – A Platform That Delivers Real Growth 
🚀 Join thousands who’ve already seen results! 
🚀 Start with just 100 USDT – potential return up to 800% 
🚀 Get a free trading bot and earn 1 USDT daily 
 
DOOBA is where your crypto starts working for you",2025-05-19 13:28:01+00:00,-1002292192975,19063
@EthioMarketPlace,"DOOBA – A Platform That Delivers Real Growth 
🚀 Join thousands who’ve already seen results! 
🚀 Start with just 100 USDT – potential return up to 800% 
🚀 Get a free trading bot and earn 1 USDT daily 
 
DOOBA is where your crypto starts working for you",2025-05-19 13:00:09+00:00,-1002292192975,19062
@EthioMarketPlace,"DOOBA – A Platform That Delivers Real Growth 
🚀 Join thousands who’ve already seen results! 
🚀 Start with just 100 USDT – potential return up to 800% 
🚀 Get a free trading bot and earn 1 USDT daily 
 
DOOBA is where your crypto starts working for you",2025-05-19 12:33:02+00:00,-1002292192975,19061
@EthioMarketPlace,"DOOBA – A Platform That Delivers Real Growth 
🚀 Join thousands who’ve already seen results! 
🚀 Start with just 100 USDT – potential return up to 800% 
🚀 Get a free trading bot and earn 1 USDT daily 
 
DOOBA is where your crypto starts working for you",2025-05-19 12:04:41+00:00,-1002292192975,19060
@EthioMarketPlace,"DOOBA – A Platform That Delivers Real Growth 
🚀 Join thousands who’ve already seen results! 
🚀 Start with just 100 USDT – potential return up to 800% 
🚀 Get a free trading bot and earn 1 USDT daily 
 
DOOBA is where your crypto starts working for you",2025-05-19 11:35:25+00:00,-1002292192975,19059
@EthioMarketPlace,"DOOBA – A Platform That Delivers Real Growth 
🚀 Join thousands who’ve already seen results! 
🚀 Start with just 100 USDT – potential return up to 800% 
🚀 Get a free trading bot and earn 1 USDT daily 
 
DOOBA is where your crypto starts working for you",2025-05-19 11:05:14+00:00,-1002292192975,19058
@EthioMarketPlace,"DOOBA – A Platform That Delivers Real Growth 
🚀 Join thousands who’ve already seen results! 
🚀 Start with just 100 USDT – potential return up to 800% 
🚀 Get a free trading bot and earn 1 USDT daily 
 
DOOBA is where your crypto starts working for you",2025-05-19 10:34:17+00:00,-1002292192975,19057
@EthioMarketPlace,"DOOBA – A Platform That Delivers Real Growth 
🚀 Join thousands who’ve already seen results! 
🚀 Start with just 100 USDT – potential return up to 800% 
🚀 Get a free trading bot and earn 1 USDT daily 
 
DOOBA is where your crypto starts working for you",2025-05-19 10:01:17+00:00,-1002292192975,19056
@EthioMarketPlace,"DOOBA – A Platform That Delivers Real Growth 
🚀 Join thousands who’ve already seen results! 
🚀 Start with just 100 USDT – potential return up to 800% 
🚀 Get a free trading bot and earn 1 USDT daily 
 
DOOBA is where your crypto starts working for you",2025-05-19 09:27:37+00:00,-1002292192975,19055
@EthioMarketPlace,"DOOBA – A Platform That Delivers Real Growth 
🚀 Join thousands who’ve already seen results! 
🚀 Start with just 100 USDT – potential return up to 800% 
🚀 Get a free trading bot and earn 1 USDT daily 
 
DOOBA is where your crypto starts working for you",2025-05-19 08:53:41+00:00,-1002292192975,19054
@EthioMarketPlace,"DOOBA – A Platform That Delivers Real Growth 
🚀 Join thousands who’ve already seen results! 
🚀 Start with just 100 USDT – potential return up to 800% 
🚀 Get a free trading bot and earn 1 USDT daily 
 
DOOBA is where your crypto starts working for you",2025-05-19 08:16:17+00:00,-1002292192975,19053
@EthioMarketPlace,"ኘሌይስቴሽን 3 (ps3)
ኘሌይስቴሽን 4 (Ps4)
ያለው በውስጥ ያናግረኝ እገዛለው
0960266167

We will buy used 
playstation 3 
Or playstation 4 

0960266167",2025-05-08 19:50:06+00:00,1455959496,19052
@EthioMarketPlace,"7 May 2025
https://youtube.com/shorts/n6IUKoJpy_M?feature=shared",2025-05-07 19:40:01+00:00,897310318,19051
@EthioMarketPlace,群发软丨件+圹告贷发+群拉成员+频道上粉+私信 =业务高效落地变现 📢 @XG866,2025-05-02 17:07:59+00:00,1273253188,19050
@EthioMarketPlace,群发软丨件+圹告贷发+群拉成员+频道上粉+私信 =业务高效落地变现 📢 @XG866,2025-05-02 16:21:39+00:00,1273253188,19049
